0	0	0	0	0	0
256	0	0	189	2	0
512	0	0	407	5	0
768	0	0	626	7	0
1024	0	0	849	9	0
1280	0	0	1085	12	0
1536	0	0	1328	14	0
1792	0	0	1569	16	0
2048	0	0	1808	19	0
2303	0	0	2056	22	0
2559	0	0	2306	24	0
2815	0	0	2541	26	0
3071	0	0	2778	28	0
3327	0	0	3021	31	0
3583	0	0	3250	33	0
3839	0	0	3480	35	0
4095	0	0	3710	37	0
0	256	0	11	172	2
256	256	0	199	174	2
512	256	0	420	177	2
768	256	0	639	179	2
1024	256	0	863	183	2
1280	256	0	1100	185	2
1536	256	0	1345	187	2
1792	256	0	1586	190	1
2048	256	0	1826	192	1
2303	256	0	2075	194	1
2559	256	0	2324	197	1
2815	256	0	2561	199	1
3071	256	0	2800	202	1
3327	256	0	3039	205	1
3583	256	0	3273	207	0
3839	256	0	3500	210	0
4095	256	0	3733	212	1
0	512	0	22	381	4
256	512	0	211	385	4
512	512	0	433	388	4
768	512	0	653	392	4
1024	512	0	877	395	4
1280	512	0	1117	398	4
1536	512	0	1361	400	4
1792	512	0	1602	403	4
2048	512	0	1843	406	4
2303	512	0	2090	409	3
2559	512	0	2339	411	3
2815	512	0	2576	414	3
3071	512	0	2814	417	3
3327	512	0	3054	420	3
3583	512	0	3289	422	3
3839	512	0	3518	425	3
4095	512	0	3750	428	3
0	768	0	33	593	6
256	768	0	223	596	6
512	768	0	447	599	6
768	768	0	666	602	6
1024	768	0	891	605	6
1280	768	0	1132	608	5
1536	768	0	1377	610	5
1792	768	0	1618	613	6
2048	768	0	1859	616	6
2303	768	0	2108	618	6
2559	768	0	2355	621	6
2815	768	0	2593	623	6
3071	768	0	2832	627	5
3327	768	0	3070	630	5
3583	768	0	3302	632	5
3839	768	0	3534	635	5
4095	768	0	3764	637	5
0	1024	0	44	808	8
256	1024	0	237	812	8
512	1024	0	460	815	8
768	1024	0	680	818	8
1024	1024	0	904	821	8
1280	1024	0	1147	824	8
1536	1024	0	1394	827	8
1792	1024	0	1634	831	7
2048	1024	0	1876	834	7
2303	1024	0	2125	837	8
2559	1024	0	2370	839	8
2815	1024	0	2608	842	7
3071	1024	0	2847	845	8
3327	1024	0	3085	848	8
3583	1024	0	3318	850	8
3839	1024	0	3549	853	7
