0	0	0	0	0	0
256	0	0	186	2	0
512	0	0	402	5	0
768	0	0	620	7	0
1024	0	0	839	9	0
1280	0	0	1073	12	0
1536	0	0	1313	14	0
1792	0	0	1552	16	0
2048	0	0	1789	19	0
2303	0	0	2032	21	0
2559	0	0	2281	24	0
2815	0	0	2515	26	0
3071	0	0	2748	28	0
3327	0	0	2989	31	0
3583	0	0	3217	33	0
3839	0	0	3444	35	0
4095	0	0	3671	37	0
0	256	0	12	179	2
256	256	0	197	182	2
512	256	0	416	184	2
768	256	0	632	187	2
1024	256	0	854	189	2
1280	256	0	1089	192	2
1536	256	0	1330	194	2
1792	256	0	1569	197	2
2048	256	0	1807	200	1
2303	256	0	2053	203	1
2559	256	0	2300	205	1
2815	256	0	2535	208	1
3071	256	0	2771	210	1
3327	256	0	3009	215	1
3583	256	0	3240	217	1
3839	256	0	3465	220	0
4095	256	0	3695	222	0
0	512	0	23	400	4
256	512	0	209	403	4
512	512	0	430	406	4
768	512	0	647	409	4
1024	512	0	868	412	4
1280	512	0	1106	415	4
1536	512	0	1348	418	4
1792	512	0	1586	421	4
2048	512	0	1824	424	4
2303	512	0	2069	427	4
2559	512	0	2316	429	4
2815	512	0	2551	431	3
3071	512	0	2786	434	3
3327	512	0	3023	437	3
3583	512	0	3258	439	3
3839	512	0	3484	443	3
4095	512	0	3713	445	3
0	768	0	34	619	6
256	768	0	223	622	6
512	768	0	444	625	6
768	768	0	660	628	6
1024	768	0	884	631	6
1280	768	0	1121	634	6
1536	768	0	1364	637	6
1792	768	0	1603	640	6
2048	768	0	1842	642	6
2303	768	0	2087	645	6
2559	768	0	2332	647	6
2815	768	0	2569	650	6
3071	768	0	2805	652	6
3327	768	0	3041	655	6
3583	768	0	3271	658	6
3839	768	0	3500	660	5
4095	768	0	3727	662	5
0	1024	0	46	845	9
256	1024	0	238	849	9
512	1024	0	458	852	9
768	1024	0	675	855	8
1024	1024	0	897	858	8
1280	1024	0	1137	862	8
1536	1024	0	1382	865	8
1792	1024	0	1619	868	8
2048	1024	0	1858	870	8
2303	1024	0	2106	873	8
2559	1024	0	2349	876	8
2815	1024	0	2584	878	7
