2303	4095	256	2649	3654	487
2559	4095	256	2845	3664	493
2815	4095	256	3050	3675	497
3071	4095	256	3243	3684	499
3327	4095	256	3437	3693	503
3583	4095	256	3633	3703	507
3839	4095	256	3829	3713	511
4095	4095	256	4023	3723	515
0	0	512	7	9	339
256	0	512	167	16	343
512	0	512	346	25	346
768	0	512	529	32	350
1024	0	512	712	39	353
1280	0	512	897	47	356
1536	0	512	1096	54	360
1792	0	512	1297	62	362
2048	0	512	1497	70	366
2303	0	512	1693	77	369
2559	0	512	1895	84	373
2815	0	512	2104	92	377
3071	0	512	2312	99	380
3327	0	512	2511	106	383
3583	0	512	2705	115	387
3839	0	512	2902	122	390
4095	0	512	3099	130	393
0	256	512	51	176	355
256	256	512	210	183	358
512	256	512	396	190	362
768	256	512	579	200	374
1024	256	512	763	209	376
1280	256	512	949	218	379
1536	256	512	1151	227	382
1792	256	512	1353	237	386
2048	256	512	1552	247	390
2303	256	512	1749	256	393
2559	256	512	1953	265	397
2815	256	512	2164	274	400
3071	256	512	2369	283	404
3327	256	512	2567	293	408
3583	256	512	2761	302	411
3839	256	512	2961	311	414
4095	256	512	3157	320	417
0	512	512	96	381	378
256	512	512	262	390	382
512	512	512	448	399	386
768	512	512	631	408	389
1024	512	512	816	417	393
1280	512	512	1008	427	395
1536	512	512	1210	437	402
1792	512	512	1411	445	406
2048	512	512	1608	454	409
2303	512	512	1808	463	414
2559	512	512	2014	473	416
2815	512	512	2225	482	420
3071	512	512	2427	490	424
3327	512	512	2624	499	428
3583	512	512	2820	509	431
3839	512	512	3019	518	434
4095	512	512	3213	527	438
0	768	512	141	585	399
256	768	512	315	594	403
512	768	512	500	604	406
768	768	512	684	613	410
1024	768	512	868	621	413
1280	768	512	1065	630	415
1536	768	512	1268	640	420
1792	768	512	1469	649	422
2048	768	512	1666	658	426
2303	768	512	1868	667	434
2559	768	512	2076	676	436
2815	768	512	2286	686	441
3071	768	512	2486	695	444
3327	768	512	2682	704	448
3583	768	512	2879	714	451
3839	768	512	3076	723	454
4095	768	512	3270	734	458
0	1024	512	186	795	419
256	1024	512	369	804	421
512	1024	512	553	814	425
768	1024	512	736	824	429
1024	1024	512	921	833	432
1280	1024	512	1123	843	435
1536	1024	512	1325	852	438
1792	1024	512	1525	861	442
2048	1024	512	1723	872	446
2303	1024	512	1926	881	449
2559	1024	512	2136	890	454
2815	1024	512	2343	899	456
3071	1024	512	2543	908	461
3327	1024	512	2739	919	467
3583	1024	512	2939	930	469
3839	1024	512	3135	940	475
4095	1024	512	3328	950	479
0	1280	512	235	1018	437
256	1280	512	422	1028	440
512	1280	512	605	1038	445
768	1280	512	790	1048	447
1024	1280	512	980	1058	450
1280	1280	512	1181	1069	453
1536	1280	512	1383	1079	457
1792	1280	512	1582	1090	461
2048	1280	512	1782	1100	464
2303	1280	512	1986	1111	468
2559	1280	512	2198	1121	471
2815	1280	512	2402	1131	478
3071	1280	512	2601	1141	482
3327	1280	512	2797	1151	486
3583	1280	512	2996	1163	488
3839	1280	512	3191	1173	492
4095	1280	512	3385	1183	498
0	1536	512	289	1249	456
256	1536	512	475	1260	459
512	1536	512	657	1270	462
768	1536	512	843	1280	465
1024	1536	512	1038	1290	469
1280	1536	512	1241	1301	472
1536	1536	512	1443	1311	479
1792	1536	512	1641	1322	481
2048	1536	512	1843	1332	486
2303	1536	512	2049	1342	490
2559	1536	512	2260	1352	493
2815	1536	512	2461	1363	497
3071	1536	512	2660	1373	501
3327	1536	512	2857	1383	505
3583	1536	512	3054	1393	507
3839	1536	512	3249	1404	511
4095	1536	512	3441	1415	515
0	1792	512	343	1480	475
256	1792	512	527	1490	480
512	1792	512	711	1500	484
768	1792	512	897	1511	487
1024	1792	512	1098	1521	491
1280	1792	512	1301	1531	495
1536	1792	512	1502	1541	497
1792	1792	512	1699	1552	501
2048	1792	512	1903	1562	505
2303	1792	512	2111	1572	508
2559	1792	512	2320	1582	512
2815	1792	512	2521	1592	516
3071	1792	512	2717	1603	519
3327	1792	512	2915	1613	523
3583	1792	512	3111	1624	525
3839	1792	512	3306	1634	530
4095	1792	512	3498	1643	533
0	2048	512	398	1710	493
256	2048	512	582	1720	499
512	2048	512	766	1730	502
768	2048	512	954	1740	505
1024	2048	512	1157	1752	509
1280	2048	512	1359	1762	513
1536	2048	512	1559	1772	515
1792	2048	512	1758	1783	520
2048	2048	512	1963	1793	523
2303	2048	512	2173	1804	528
2559	2048	512	2379	1815	532
2815	2048	512	2578	1825	535
3071	2048	512	2772	1836	538
3327	2048	512	2972	1846	541
3583	2048	512	3170	1858	546
3839	2048	512	3364	1868	550
4095	2048	512	3554	1878	553
0	2303	512	451	1946	512
256	2303	512	634	1956	516
512	2303	512	819	1966	518
768	2303	512	1012	1976	522
1024	2303	512	1215	1987	526
1280	2303	512	1417	1998	531
1536	2303	512	1615	2010	535
1792	2303	512	1817	2021	538
2048	2303	512	2024	2032	544
2303	2303	512	2236	2042	547
2559	2303	512	2438	2055	550
2815	2303	512	2634	2066	554
3071	2303	512	2829	2076	556
3327	2303	512	3032	2087	560
3583	2303	512	3228	2098	565
3839	2303	512	3420	2110	568
4095	2303	512	3613	2121	572
0	2559	512	503	2192	531
256	2559	512	686	2203	534
512	2559	512	873	2214	537
768	2559	512	1070	2225	542
1024	2559	512	1273	2236	545
1280	2559	512	1476	2247	549
1536	2559	512	1674	2258	552
1792	2559	512	1879	2271	556
2048	2559	512	2087	2282	562
2303	2559	512	2296	2292	565
2559	2559	512	2497	2302	569
2815	2559	512	2690	2313	571
3071	2559	512	2888	2323	575
3327	2559	512	3091	2333	580
3583	2559	512	3284	2344	583
3839	2559	512	3477	2354	588
4095	2559	512	3671	2365	591
0	2815	512	557	2432	550
256	2815	512	740	2442	553
512	2815	512	926	2452	556
768	2815	512	1129	2463	560
1024	2815	512	1332	2474	564
1280	2815	512	1533	2485	568
1536	2815	512	1731	2495	571
1792	2815	512	1937	2506	575
2048	2815	512	2148	2517	579
2303	2815	512	2355	2527	582
2559	2815	512	2555	2537	586
2815	2815	512	2746	2547	590
3071	2815	512	2949	2557	594
3327	2815	512	3148	2568	598
3583	2815	512	3343	2578	603
3839	2815	512	3536	2588	607
4095	2815	512	3729	2598	610
0	3071	512	609	2666	569
256	3071	512	795	2675	572
512	3071	512	985	2685	575
768	3071	512	1188	2696	579
1024	3071	512	1391	2706	583
1280	3071	512	1591	2718	586
1536	3071	512	1792	2728	590
1792	3071	512	1996	2738	593
2048	3071	512	2211	2748	597
2303	3071	512	2413	2757	601
2559	3071	512	2610	2768	604
2815	3071	512	2804	2778	607
3071	3071	512	3010	2788	610
3327	3071	512	3207	2799	615
3583	3071	512	3401	2810	622
3839	3071	512	3594	2820	624
4095	3071	512	3785	2829	628
0	3327	512	662	2897	588
256	3327	512	849	2906	590
512	3327	512	1044	2918	594
768	3327	512	1247	2928	598
1024	3327	512	1451	2938	601
1280	3327	512	1649	2949	605
1536	3327	512	1851	2960	608
1792	3327	512	2059	2970	612
2048	3327	512	2272	2980	616
2303	3327	512	2470	2990	619
2559	3327	512	2665	2999	623
2815	3327	512	2863	3010	625
3071	3327	512	3067	3021	630
3327	3327	512	3262	3031	634
3583	3327	512	3456	3042	638
3839	3327	512	3649	3051	642
4095	3327	512	3842	3062	645
0	3583	512	715	3128	606
256	3583	512	902	3137	609
512	3583	512	1103	3146	613
768	3583	512	1306	3157	615
1024	3583	512	1508	3166	619
1280	3583	512	1707	3176	624
1536	3583	512	1911	3185	627
1792	3583	512	2121	3195	631
2048	3583	512	2331	3205	634
2303	3583	512	2530	3215	638
2559	3583	512	2723	3223	641
2815	3583	512	2925	3233	644
3071	3583	512	3126	3243	649
3327	3583	512	3318	3253	652
3583	3583	512	3513	3263	656
3839	3583	512	3707	3272	661
4095	3583	512	3902	3281	664
0	3839	512	769	3347	623
256	3839	512	957	3356	627
512	3839	512	1161	3366	630
768	3839	512	1364	3375	634
1024	3839	512	1566	3385	639
1280	3839	512	1767	3397	642
1536	3839	512	1972	3406	646
1792	3839	512	2184	3416	649
2048	3839	512	2390	3425	654
2303	3839	512	2587	3436	657
2559	3839	512	2780	3444	659
2815	3839	512	2985	3455	663
3071	3839	512	3184	3465	667
3327	3839	512	3378	3475	672
3583	3839	512	3573	3485	676
3839	3839	512	3765	3494	679
4095	3839	512	3960	3504	683
0	4095	512	822	3569	641
256	4095	512	1016	3579	644
512	4095	512	1220	3589	648
768	4095	512	1424	3599	654
1024	4095	512	1624	3609	657
1280	4095	512	1826	3619	662
1536	4095	512	2033	3630	666
1792	4095	512	2247	3640	669
2048	4095	512	2447	3648	672
2303	4095	512	2642	3657	674
2559	4095	512	2839	3667	679
2815	4095	512	3046	3679	683
3071	4095	512	3241	3688	687
3327	4095	512	3435	3698	692
3583	4095	512	3629	3707	695
3839	4095	512	3822	3717	699
4095	4095	512	4018	3727	702
0	0	768	10	13	523
256	0	768	170	21	527
512	0	768	349	29	530
768	0	768	531	36	534
1024	0	768	714	44	537
1280	0	768	899	51	540
1536	0	768	1097	59	544
1792	0	768	1298	67	546
2048	0	768	1499	74	550
2303	0	768	1694	81	553
2559	0	768	1897	89	557
2815	0	768	2105	97	561
3071	0	768	2313	104	564
3327	0	768	2511	112	567
3583	0	768	2705	119	570
3839	0	768	2902	126	573
4095	0	768	3099	134	576
0	256	768	54	180	540
256	256	768	212	187	543
512	256	768	398	195	554
768	256	768	581	205	558
1024	256	768	765	214	560
1280	256	768	951	224	564
1536	256	768	1152	233	566
1792	256	768	1354	242	570
2048	256	768	1553	252	574
2303	256	768	1750	262	577
2559	256	768	1954	270	581
2815	256	768	2166	280	584
3071	256	768	2370	288	588
3327	256	768	2567	298	592
3583	256	768	2760	308	594
3839	256	768	2960	317	598
4095	256	768	3156	327	600
0	512	768	98	386	562
256	512	768	264	395	566
512	512	768	450	404	570
768	512	768	632	413	573
1024	512	768	817	423	577
1280	512	768	1009	433	583
1536	512	768	1210	442	586
1792	512	768	1412	450	590
2048	512	768	1609	460	594
2303	512	768	1809	469	598
2559	512	768	2015	478	601
2815	512	768	2226	487	605
3071	512	768	2427	495	609
3327	512	768	2623	504	611
3583	512	768	2818	514	615
3839	512	768	3019	523	617
4095	512	768	3212	532	621
0	768	768	143	590	583
256	768	768	316	600	587
512	768	768	501	609	590
768	768	768	684	618	594
1024	768	768	870	626	597
1280	768	768	1067	635	600
1536	768	768	1268	645	603
1792	768	768	1471	654	606
2048	768	768	1668	663	610
2303	768	768	1870	672	618
2559	768	768	2078	681	621
2815	768	768	2287	692	625
3071	768	768	2486	701	628
3327	768	768	2679	710	631
3583	768	768	2877	719	634
3839	768	768	3075	730	638
4095	768	768	3269	739	641
0	1024	768	187	800	603
256	1024	768	370	809	605
512	1024	768	554	819	609
768	1024	768	737	829	613
